BAR,Direxion Daily Gold Bull 3X ETF,PCX
EL40.DU,DK MSCI EM ETF T,DUS
CS51.L,ISHARES VII PLC ISHARES CORE EU,LSE
MALL.L,LYXOR INTERNATIONAL ASSET MANAG,LSE
1880714.HM,IKB FUND TRUST VRN,HAM
2302764.BE,BCP FIN VRN REG-S,BER
BIZD,Market Vectors BDC Income ETF,PCX
SGVB.L,LYXOR INDEX FUND LYXOR UCITS SG,LSE
ULE,ProShares Ultra Euro,PCX
EL41.HM,DK MSCI MC US,HAM
DX2U.F,DBX JAP5 S 1C,FRA
SFSA,iPath Short Extended S&P; 500 TR ETN,PCX
PXMV,PowerShares Fundamental Pure Mid Val ETF,PCX
PHPM.AS,PHPM/ETFS,AMS
IUSC.SW,ISHARES S&P; CHF-ACC,EBS
CAB-A.TO,ISHARES CORE HIGH QUALITY CANAD,TOR
XLUS.L,SOURCE MARKETS PUBLIC LIMITED C,LSE
URR,Market Vectors Double Long Euro ETN,PCX
21621202.L,HERO/HSBC 15,LSE
PSB.TO,PowerShares 1-5 Yr Lad InvGr CorpBd ETF,TOR
INTLB-17.TA,TB20/INDEX SAL S17,TLV
MYY,ProShares Short MidCap400,PCX
LSK8.F,L UC E S.50 D.DO.SH,FRA
IBMD,iShares iBonds Sep 2015 AMT-Free Muni Bd,PCX
IBC9.HM,ISHS GL CO BN G-CT,HAM
18MZ.DE,A GR 5-7 UC ETF C,GER
4GXM.MU,GLBL X SOCIAL MEDIA,MUN
XSNR.L,DB X-TRACKERS DBX STOXX EUROPE ,LSE
XYPD.DE,DBX EUZ Y+ ETF - 1D,GER
CAGT.SW,CAGT/ETFS,EBS
ELD,WisdomTree Emerging Markets Lcl Dbt ETF,PCX
FDN.MX,FSTTR DJ INT IDX FD,MEX
TDIV,First Trust NASDAQ Technology Div ETF,PCX
SDIG.AS,ISH USD SH DU USD,AMS
92TN.L,CNPETRO/HSBC WT19,LSE
TURU.L,Lyxor ETF Turkey (DJ Turkey Tit 20) A/I,LSE
4878591.DU,COMS M USA SM IC,DUS
FNX.MX,FT MC CORE ALPHADEX,MEX
XY1D.DE,DBX EUY+ 1-3 ETF 1D,GER
EEH,ELEMENTS SPECTRUM Lg Cp US Sect Mom ETN,PCX
TCMR-14.TA,TB40/TACHLIT CP S14,TLV
TZO,iShares Target Date 2035,PCX
SYBA.F,SSGA BAR AGG BD EUR,FRA
MEUD.L,LYXOR INDEX FUND LYXOR MSCI EUR,LSE
87WM.L,BUPA ARABIA/HSBC 16,LSE
BULL-GULL-DNM.OL,COMM/DNB 41 ETN,OSL
RJA,ELEMENTS Rogers Intl Cmdty Agri TR ETN,PCX
CRUD,Teucrium WTI Crude Oil ETF,PCX
EL44.DE,DK MSCI JP ETF,GER
KSGLD-99.TA,GOLD/KSM SAL S99,TLV
JPNUKD.SW,UBSETF MSCI JA AUKD,EBS
210780.KS,TIGER HIGH DIVIDEND,KSC
34GP.L,HOTELS/HSBC 17,LSE
XS1068130787.TI,BSKT/GS GRP 20 VRN ,TLO
EGPT.MX,MKT VCTR EGYPT INDX,MEX
LYPW.F,MUL LY SPA3MF CC,FRA
X24F.SG,EUR STX 50 UC ETF D,STU
138230.KS,KOSEF USD Futures,KSC
18MS.BE,AM EU STX 50 UC ETF,BER
S600.L,Source STOXX Europe 600 ETF,LSE
RXL,ProShares Ultra Health Care,PCX
SKK,ProShares UltraShort Russell2000 Growth,PCX
IBCI.BE,ISH EU IN LI EUR-AC,BER
IEGE.AS,ISHS EUR GOV BD EUR,AMS
C074.HM,COMS S600 RE IC,HAM
LYMZ.DE,L UC ETF STX 50 LEV,GER
M9SZ.DU,RBS M A EFEXSA C,DUS
HYLD.L,iShares Global High Yield Corp Bond,LSE
HOU.TO,HorizonsBetaPro NYMEX Crd Oil Bull+ ETF,TOR
PXSG,PowerShares Fundamental Pure Sm Gr ETF,PCX
ETLX.HM,GO DAXGLB GOLD G-CT,HAM
CODU.L,Lyxor ETF S&P; 500CappdCnsmrDscrtnryC-USD,LSE
CSRU.L,ISHARES VII PLC ISHARES MSCI RU,LSE
SSO,ProShares Ultra S&P500;,PCX
CU31.L,iShares USD Government Bond 1-3 (Acc),LSE
2778027.HM,ICE/ETFS,HAM
CWW.TO,iShares Global Water Comm,TOR
X010.SW,COMS M WLD IC,EBS
UC84.L,UBS ETF UBS ETF BARCAP US LIQUI,LSE
UIMP.DE,UBS ETF M NASR AD,GER
EXV3.BE,ISHSEU600TECHN,BER
EXI6.F,ISHSSTXNA600REC,FRA
VXZ,iPath S&P; 500 VIX MT Futures ETN,PCX
4GXE.BE,GBL X FTSE NDRG,BER
HRSRT-40.TA,BASKT/HAREL SAL S40,TLV
SC01.F,SOU 600 CON EUR-AC,FRA
DAX2S.MI,L U ETF SH X2 C EUR,MIL
LYMS.HM,L U ETF N-100 D EUR,HAM
IUSD.HM,ISHS MSCI WD IS G-C,HAM
12DM.L,ORIENTAL/HSBC16 VRN,LSE
CAU1.L,ISHARES VII PLC ISHARES MSCI AU,LSE
IEV,iShares Europe,PCX
92ME.L,SYNDIBANK/HSBC 16,LSE
11ZH.L,SBERP/HSBC 14 ELN,LSE
LYMB.BE,L U ETF E600 O&GAS;,BER
EXHJ.SG,IS EGBC5.5-10.5,STU
LYYG.DE,LYX UC ETF TURKEY,GER
SM8T.F,AMUNDI ETF GEMSA EU,FRA
SPYR.DU,SPDR CON DIS UC ETF,DUS
PWZ,PowerShares Calif AMT-Free Muni Bd ETF,PCX
IVE.MX,ISHS S&P; 500 VAL,MEX
XRT,SPDR S&P; Retail ETF,PCX
PWGA.SG,POWSHS GLO AGRI USD,STU
GILS.L,Lyxor ETF iBoxx ¢G Gilts A/I,LSE
SDP,ProShares UltraShort Utilities,PCX
EWAS,iShares MSCI Australia Small-Cap,PCX
SPY1.SG,SPDR US LV USD-AC,STU
VSB.TO,Vanguard Canadian Short-Term Bond ETF,TOR
XDLE.MI,DBXT2 EUR S DLD 1C,MIL
25381755.SW,UBSETF FTSE100 AUKD,EBS
EMVA.SG,EMIR NBD TIER 1 VRN,STU
LLHO.MI,LLHO/ETFS,MIL
TWOK,SPDR Russell 2000 ETF,PCX
SIZE,iShares MSCI USA Size Factor,PCX
50HT.L,TECHM/HSBC 17,LSE
O113.L,ISHARES PLC ISHARES MSCI NORTH ,LSE
CASH.DE,GO MSCICHINA A G-CT,GER
IBCE.DE,iShares MSCI USA,GER
124862.L,YCC/HSBC 15,LSE
LAU3.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
UDOW,ProShares UltraPro Dow30,PCX
ERRN.MX,EETF DJ RU GTE EC,MEX
1815405.DU,HSBC CAP FUND VRN,DUS
XEYR.SG,R1000 T E UC ETF EU,STU
SC0Q.SG,SO SX 600 TL EUR-AC,STU
PSRU.L,POWERSHARES GLBAL FUNDS IRELAND,LSE
DBX0.F,DBXT P TOT RET 1C,FRA
UB40.L,UBS ETF UBS ETF MSCI EUROPE&MID;,LSE
IBC7.HM,ISHS LIS PRI EQ USD,HAM
URA,Global X Uranium ETF,PCX
HRLSH-21.TA,SHA/HAREL SAL S21,TLV
EXI7.HM,ISHSSTXAP600REC,HAM
SC0I.DE,MSCI JAP USD-A-AC,GER
11593558.SG,SGSP 15 MTN,STU
BIV,Vanguard Intermediate-Term Bond ETF,PCX
EMAAA.MI,LYX UCITS W GOVT BD,MIL
IUSV,iShares Core US Value,PCX
IUSC.HM,ISHS MSCI EM L G-CT,HAM
HMD.TO,HorizonsBetaPro S&P;/TSX GlblBM Bear+ ETF,TOR
BSJI,Guggenheim BulletShrs2018 HY CorpBd ETF,PCX
SACC.L,ISHARES III PLC ISHARES S&P; 500,LSE
XACT.ST,XACT OMXS30,STO
O080.L,ISHARES PLC ISHARES EUR CORPORA,LSE
3900039.DU,ISHS MSCI WD IS G-C,DUS
MJP.PA,HSBC MSCI JAP USD,PAR
SXRV.F,ISHS NASDAQ USD-AC,FRA
DXSI.F,DBXT SE600 UT 1C,FRA
IBGY.MI,ISHS EUR GOV BD EUR,MIL
LYSZ.DU,L U ETF M IND C EUR,DUS
SPICHA.SW,UBS ETFSPI CHF ADIS,EBS
C012.DE,COMS S&P; 500 IC,GER
PSGGL-45.TA,GALIL/PSAGOT S45,TLV
SXRZ.SG,ISHS NIK 225 JPY-AC,STU
GRU,ELEMENTS MLCX Grains TR ETN,PCX
77OR.L,ZEBRA/INVESTEC 15 ,LSE
CSUSS.MI,ISHS MSCI US USD-AC,MIL
DBXV.MU,DBX RUSSIA CAP 1C,MUN
ISQS.BE,ISHS GLBL HLTH,BER
BBCK.SG,POW US BUY ARCH USD,STU
IBLN,Direxion iBillionaire Index ETF,PCX
KSM-ND7.TA,RE15/KSM SAL S7,TLV
SPYT.SG,SSGA SPDR TE EUR-AC,STU
61GE.L,,
XCSD.DE,DBXT2 AUD CASH 1C,GER
LNGA.MI,LNGA/ETFS,MIL
CNDX.L,ISHARES VII PLC ISHARES NASDAQ ,LSE
CSINDU.SW,ISHS DJ IND USD-ACC,EBS
XCBL.MI,DBXT DBCB LE 1C,MIL
EXX3.DU,IS EUR STX TECH,DUS
IQQK.MU,ISHS MSCI KOR G-CT,MUN
XCS3.DE,DBXT MSCI MALAY 1C,GER
X503.SG,COMS ILSD3-5 IC,STU
EWZS.MX,ISH MSCI BR SC,MEX
ENRE.L,UBS AG UBS ETC(UBS BBG CMCI ENE,LSE
IS0D.F,ISHS OL & GS G-CT,FRA
XSES.L,DB X-TRACKERS DBX STOXX EUROPE ,LSE
18MG.DE,AM ETF MSCI CH -EUR,GER
HK.MI,Lyxor ETF Hong Kong (HSI) D-EUR A/I,MIL
108440.KS,KINDEX KOSDAQ STAR,KSC
LYY4.F,L UCITS JAP D EUR,FRA
EXI,iShares Global Industrials,PCX
LYQ7.BE,L UC ETF INF INV GR,BER
QCB.AX,BetaShares Com Basket ETF Ccy Hgd(Synth),ASX
LYYY.HM,L U ETF EU 600 CHEM,HAM
CETETRCISHRS.MX,ISH LATIXX CETETRAC,MEX
O088.L,ISHARES PLC ISHARES FTSE EPRA/N,LSE
LYQ6.F,L UCITS 10-15Y I GR,FRA
22349088.F,CREDIT SUISSE 25VRN,FRA
EXXT.SG,ISHS NASDAQ-100,STU
61BT.L,BASKET/RBS 15,LSE
C061.DU,COMS S600 AP IC,DUS
SLV.MX,ISHARES SILVER ETF,MEX
3000.HK,HSBC MSCI Hong Kong ETF,HKG
DXSN.MU,DBX SHORTDAX 1C,MUN
3466091.SW,L UC ETF N EN D EUR,EBS
UC68.L,UBS ETF UBS ETF - MSCI WORLD UC,LSE
18M6.SG,AM EU HEALTH UC ETF,STU
PEX,ProShares Global Listed Private Equity,BTS
VXZ-U.TO,IPATH SP 500 VIX MID TERM FUT E,TOR
IAI,iShares US Broker-Dealers,PCX
AMES.DU,AM SPAIN UCITS ETF,DUS
BRAF,Global X Brazil Financials ETF,PCX
IJPH.L,iShares MSCI Japan GBP Hedged,LSE
MINT.L,PIMCO USD Short Mat Source ETF,LSE
LYYQ.DU,L UC ETF E600 INSUR,DUS
AGRI.L,GO UCITS ETF SOLUTIONS PLC ETFS,LSE
13187243.SW,UBS ETFSPI CHF ADIS,EBS
XBO1.F,DBXT2 MEBI BTP 1DD,FRA
ETLV.MU,GO S-NET GLB A G-CT,MUN
BUND.F,PIMCO GR GV BN EUR,FRA
FXL.MX,FSTTR TECH ALPDX FD,MEX
GLUX.L,Amundi ETF S&P; Global Luxury EUR A/I,LSE
SXRU.HM,ISHS DJ IND USD-ACC,HAM
BCHP,EGShares Blue Chip ETF,PCX
IQQQ.DU,ISHS GLB WATER G-CT,DUS
LGCU.L,Source LGIM Commodity Composite ETF,LSE
IDJG.L,ISHARES PLC ISHARES EURO GROWTH,LSE
EUIEUA.SW,UBS ETF MEI2035 AD,EBS
SML7.MU,SOU FIN USD-A-ACC,MUN
18MS.F,AM EU STX 50 UC ETF,FRA
C011.SW,COMS NASDAQ 100 IC,EBS
ZGLD.SW,ZKB GOLD ETF AA CHF,EBS
2532201.SW,MUL LY DAX,EBS
H4ZW.F,HSBC MSCI EM L G-CT,FRA
CSEM.SW,ISH L MSCI EM C,EBS
EWO,iShares MSCI Austria Capped,PCX
CHDVD.SW,ISHS SWISSDIVCH A,EBS
21473770.SG,EUR SECTR U E RC,STU
H1CA.F,HSBC CAP FUND VRN,FRA
DX2U.SG,DBX JAP5 S 1C,STU
PHPT.L,ETFS METAL SECURITIES LD ETFS P,LSE
DWX,SPDR S&P; International Dividend ETF,PCX
CASAMO.MI,SPDR AM S&P; EUR,MIL
TDH,Deutsche X-trackers 2020 Target Date,PCX
DBXJ.SG,DBXT MSCI JAP 1C,STU
UKMV.L,OSSIAM LUX OSSIAM FTSE 100 MIN ,LSE
LYY7.SG,MUL LY DAX,STU
C075.SW,COMS S600 RET IC,EBS
IYM,iShares US Basic Materials,PCX
IGHY.L,ISHARES PLC ISHARES GLOBAL HY C,LSE
IUS3.MU,ISHS S&P; SC600 G-CT,MUN
FHE.TO,FT AlphaDEX US Energy Sector ETF,TOR
JKG,iShares Morningstar Mid-Cap,PCX
EUN4.F,ISHS EUR AGG B G-CT,FRA
XMEU.ST,DBXT MSCI EU 1C,STO
SGQE.PA,MUL LY SG EQIN,PAR
TECS,Direxion Daily Technology Bear 3X ETF,PCX
2363075.MU,RBS VRN REG-S,MUN
LYPK.HM,LYX UCITS W GOVT BD,HAM
82BV.L,BARCLAYS/BARCLAYS19,LSE
LEUR.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
MA08.VI,RBS M A DGL A C,VIE
X4MC.DU,DBXT MSCI CHILE 1C,DUS
EL4M.MU,DK IB LSD 3-5,MUN
CLU-B.TO,ISHARES US FUNDAMENTAL INDEX ET,TOR
3280326.DU,ISH L EMU MC C,DUS
EUNY.DU,ISHS EM MKS DI G-CT,DUS
190620.KS,KINDEX MONEY MARKET,KSC
XBAE.DE,DBX GLOBAL AGG EURH,GER
CBUSE.MI,UBS ETF BUSLC AHC,MIL
FHD.TO,FT AlphaDEX US Cons. Discre. Sector ETF,TOR
RWE-B.TO,FIRST ASSET MSCI EUROPE LR WGTD,TOR
RTM,Guggenheim S&P; 500 Eq Wt Materials ETF,PCX
SSUG.L,ETFS COMMODITY SECURITIES LIMIT,LSE
IYM.MX,ISH US BAS MAT,MEX
XGFU.L,,
O115.L,ISHARES PLC ISHARES MSCI TURKEY,LSE
ETLW.BE,GO DAXGLB COAL G-CT,BER
AIGL.L,ETFS COMMODITY SECURITIES LIMIT,LSE
2825.HK,W.I.S.E. - CSI HK 100 Tracker ETF,HKG
XAXA.SG,DBXT2 ISEAAA13 1CC,STU
EL4I.DE,DK MSCI US LC,GER
IQQF.F,ISHS MSCI AC FA G-C,FRA
156080.KS,KODEX MSCI KOREA,KSC
VO,Vanguard Mid-Cap ETF,PCX
DXSP.DE,DBXT ES50 SH 1C,GER
IPW,SPDR S&P; International Energy Sect ETF,PCX
GBNZ.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
FING.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
STHY.L,PIMCO ST Hi-Yld Corp Bd Source ETF,LSE
ZEA.TO,BMO MSCI EAFE ETF,TOR
XJSE.SG,DBX JP SOV ETF 1C,STU
EXV2.BE,ISHSEU600TELEC,BER
SYBF.SG,SSGA BR US CORP USD,STU
SPYF.F,SPDR UK ALL SHS GBP,FRA
SBV,iPath Pure Beta S&P; GSCI-Weighted ETN,PCX
SGAR,iPath Pure Beta Sugar ETN,PCX
UIMA.F,UBS ETF MSCI EU AD,FRA
IUS7.DU,ISHS JPMG US MK G-C,DUS
O004.L,ISHARES PLC ISHARES $ TREASURY ,LSE
XGN5.SG,DBXT2 I G35U 1DD,STU
C100.DE,COMS C EONIA IC,GER
EFV.MX,ISHS MSCI EAFE VAL,MEX
ASHR.L,DB X-TRACKERS DBXT HARVEST CSI3,LSE
IJPE.AS,ISHS MSCI JP EUR-AC,AMS
47KZ.L,,
EXI4.DE,ISHS FTSE100 UC,GER
CP9.PA,AM P EX JAP ETF EUR,PAR
SPYJ.SG,SPDR GL RE EST USD,STU
22284042.IR,UBS ETF MJ100HG AD,ISE
TMK_8-72.TA,BSKT/TACH CMP S72,TLV
20974096.IR,VA FTSE JAP ETF USD,ISE
LYMI.F,L UC ETF D LEV BUND,FRA
SPYP.F,SSGA SPDR MA EUR-AC,FRA
70QK.L,DLFU/HSBC 17,LSE
18MZ.SG,A GR 5-7 UC ETF C,STU
UIMM.DU,UBS ETF M WD SR AD,DUS
ISQ2.BE,ISHS CR S&P; 500 ,BER
EFQ8.HM,DK LQ N-FNC DF,HAM
XBTR.MI,DBXT2 I GU 1DD,MIL
VOOS.F,MUL LY DS F IN,FRA
IS3N.F,ISH CR MSCI USD-AC,FRA
PGM,iPath DJ-UBS Platinum SubTR ETN,PCX
IBC3.MU,ISHS MSCI AU USD-AC,MUN
GNF1Y2.TI,SPX/GSI 19,TLO
C077.HM,COMS S600 TELE IC,HAM
XCT5.L,DB ETC INDEX PLC DB COMMODITY B,LSE
VEF0.BE,MKVC GLB ALT EN-SBI,BER
LYOIL.SW,L U ETF E600 O&GAS;,EBS
CJPS.AS,ISHS MSCI JP USD-AC,AMS
LYMF.F,L UC ETF SEL DIV 30,FRA
KSBN-135.TA,TLBCSC/KSM CRT S135,TLV
QESP,SPDR MSCI Spain Quality Mix ETF,PCX
EIA.PA,EETF DJ IN 15TE EC,PAR
SLVE.L,Societe Generale Effekten GmbH,LSE
6AQQ.MU,AM NASD-100 ETF EUR,MUN
006206.TW,Yuanta/P-shares SSE50 ETF,TAI
PSES.L,POWERSHARES GLBAL FUNDS IRELAND,LSE
MLPP.L,SOURCE MARKETS PUBLIC LIMITED C,LSE
TCTLB-45.TA,TBSK/TACHLIT CP S45,TLV
LONG-OLJA-H.ST,LCO/SHB CT 19,STO
DTYL,iPath US Treasury 10-year Bull ETN,PCX
MGK.MX,VANGUARD MG CP GR,MEX
CNAA.L,MULTI UNITS FRANCE LYXOR FORTUN,LSE
ROLA,iPath Long Extended Russell 1000TR ETN,PCX
SGLP.L,Source Physical Gold P-ETC,LSE
2553407.DU,ISH L MSCI EM C,DUS
19611275.SG,2.803 HAZINE 18,STU
HRS&P-58.TA,BSKT/HRL SAL S58,TLV
PDXS.LS,COMS SHORTDAX IC,LIS
PEF.PA,POWSHS FTSE EUR EUR,PAR
DBXB.F,DBX SOV EUR 7-10 1C,FRA
C062.F,COMS S600 BANK IC,FRA
LNGA.L,ETFS COMMODITY SECURITIES LIMIT,LSE
23929909.SG,BNP 17 SRMTN 510,STU
FLM,First Trust ISE Glb Engnrg And Const ETF,PCX
VEFU.BE,MKT VEC BIOTECH ETF,BER
RWO,SPDR Dow Jones Global Real Estate ETF,PCX
LYYE.SG,L UCITS RUSS C EUR,STU
HYI-A.TO,HORIZONS ACTIVE HIGH YIELD BOND,TOR
IBCH.SG,ISHS MSCI WD G-CT,STU
3022.HK,DCI HK POME,HKG
OXJO.AX,S&P;/ASX 200 OPIC,ASX
SPY,SPDR S&P; 500 ETF,PCX
XCAC.MI,DBXT CAC40 1D,MIL
DBX0.DU,DBXT P TOT RET 1C,DUS
XEL2.ST,DBXT ES50 LEV 1CC,STO
122208.L,JUFO/HSBC 14 ELN,LSE
X013.SW,COMS M N AMER IC,EBS
XDJP.SG,DBX NIKKEI 225 DR,STU
STW.PA,SSGA SPDR HE EUR-AC,PAR
IBDF,iShares iBonds Dec 2016 Corporate,PCX
GMG1.BE,CLM GUG CHINA SMCP,BER
EU373.SW,SWISS/ELM VRN,EBS
EXHC.F,IS ERGG 2.5-5.5,FRA
JBPAEA.SW,JB PHYSPALLAD A EUR,EBS
EXX6.BE,ISHS ERGG 10.5+,BER
DOL.MX,WSDMTR INT LGCP-SBI,MEX
HRUD.L,HSBC MSCI Russia Capped ETF,LSE
REMX.MX,MKT VKT RARE EARTH,MEX
SUKC.L,SPDR_ Barclays 0-5 Year Stlg Corp Bd ETF,LSE
CASAME.MI,SPDR AM S&P; 350 EUR,MIL
18163074.DU,UBS S&P; 500 USD-A-,DUS
UC53.L,UBS ETF (IE) Solactive Glbl Pre Gld Mnrs,LSE
AMEM.DU,A EM MKT UC ETF EUR,DUS
108201.L,ISHS MSCI JP USD-AC,LSE
IQQ6.DE,ISHS DEV MK PRO G-C,GER
XESC.ST,DBXT ES50 1C,STO
DIA,SPDR Dow Jones Industrial Average ETF,PCX
S5B.SW,AM GR 5-7 UC ETF C,EBS
H4ZE.DU,HSBC MSCI EURP G-CT,DUS
CNB.PA,L UC BD EX FI C EUR,PAR
IUS6.F,ISHS EUR COV B G-CT,FRA
EXV5.HM,ISHSEU600AP(DE),HAM
UBUB.F,UBS SO GL OI USD-A-,FRA
XWSS.L,DB X-TRACKERS DB X-TRACKERS MSC,LSE
2864220.SW,L UCITS 7-10Y IN GR,EBS
3595387.IR,POWSHS FTSE M-S EUR,ISE
UEF1.SG,UBS ETF MC100HE AC,STU
EXHD.DU,ISERGG 5.5-10.5,DUS
45IX.L,YASH/HSBC WT20,LSE
XWEH.MU,DBX MSCI WORLD 4C,MUN
153130.KS,KODEX KRW CASH,KSC
IUS8.SG,ISHS EM MK INFR G-C,STU
XMU.TO,iShares MSCI USA Min Volatility,TOR
EUNS.HM,ISHS EUR CRP B G-CT,HAM
XHFG.L,DB X-TRACKERS DBX DB HEDGE FUND,LSE
CMX1.L,iShares MSCI Mexico Capped,LSE
USA.PA,L UCITS  USA D EUR,PAR
CHI-A.TO,ISHARES CHINA ALL CAP INDEX ETF,TOR
11KO.L,BDX/HSBC 15 ELN,LSE
P44A.BE,PWRSHS DB AGRICLTR,BER
DX2Y.DE,DBXT DB HFI ETF 1C,GER
C021.SW,COMS TOPIX IC,EBS
TNOW.MI,MUL LY W INF T CC,MIL
4478123.SW,JB PHYSGD A (CHF),EBS
SC0C.MU,SOU EU 600 EUR-A-AC,MUN
DP8A.F,6.5 DEPFA FDG II,FRA
EMOD.L,SSGA SPDR ETFS EUROPE I PLC SPD,LSE
EUEA.AS,ISHS EUR STOX50 EUR,AMS
FCOR,Fidelity Corporate Bond ETF,PCX
SPO.PA,SPDR AM S&P; EUR,PAR
CD41.F,COMS CAC40 SGR IC,FRA
C540.SG,COMS IGCC OV IC,STU
QXM.TO,First Asset Mstar NatlBk Qu_bec ETF Comm,TOR
SPYN.DU,SPDR E ENERG UC ETF,DUS
M9SF.SG,RBS M A DGL A C,STU
2503175.SW,RBS MAR ICI C,EBS
D5BM.F,DBX S&P500; 1C,FRA
XHEG.L,DB X-TRACKERS DBX DB EQ STRATEG,LSE
2591226.DU,A EMU HI DIV UC ETF,DUS
SGRA.L,ETFS COMMODITY SECURITIES LIMIT,LSE
BRZ.PA,AM MSCI BRAZ UC ETF,PAR
O097.L,ISHARES PLC ISHARES IBOXX EUR L,LSE
MEU.MI,L UC ETF EURO D EUR,MIL
DBXP.F,DBX SOV 1-3 1C,FRA
SXRU.SG,ISHS DJ IND USD-ACC,STU
IQQC.DU,ISHS CHIN LA CA G-C,DUS
IS3H.F,ISHS EMU MID EUR-AC,FRA
EM35.MI,L UCITS 3-5Y INV GR,MIL
SSGA.HM,SPDR S&P; DIVID ETF,HAM
540K.BE,AM UK UCITS ETF,BER
LCOE.L,UBS AG. London Branch,LSE
TLT,iShares 20+ Year Treasury Bond,PCX
FDY.TO,FT AlphaDEX Can Div Plus ETF Comm,TOR
2812587.DU,L UC ETF MAL C EUR,DUS
DBPL.DE,DBXT ES50 DS 1C,GER
4504248.DU,A ST 50 UCITS ETF C,DUS
SWH,Stanley Black & Decker. Inc.,ASE
540T.F,AM GR 5-7 UC ETF C,FRA
SBRT.MI,SBRT/ETFS,MIL
LYXIB.MC,L UC ETF IB 35 D EU,MCE
M9SF.HM,RBS M A DGL A C,HAM
DXSZ.HM,DBX FED FUNDS MM 1C,HAM
XLI2.L,DB X-TRACKERS II DBX CDX NA IG ,LSE
C061.F,COMS S600 AP IC,FRA
PSGRM-6.TA,DJDE/PSAGOT BAS S6,TLV
13518696.DU,10.25 BAN16 5-S MTN,DUS
CSUKS.SW,ISHS MSCI SM GBP-AC,EBS
PST,ProShares UltraShort 7-10 Year Treasury,PCX
LSTK,iPath Pure Beta Livestock ETN,PCX
DX2K.F,DBXT FTSE100 SH 1C,FRA
C063.HM,COMS S600 BR IC,HAM
10771200.PA,AMUNDI ETF EU X SW,PAR
HWWD.L,HSBC Worldwide Equity ETF USD,LSE
EXHJ.DU,IS EGBC5.5-10.5,DUS
CMW-A.TO,ISHARES SP TSX GLOBAL MINING ID,TOR
XDTK.F,DBX MSCI TU USD-1D-,FRA
EXV3.DU,ISHSEU600TECHN,DUS
IQQ4.DU,ISHS ASIA PR YI G-C,DUS
LYYC.BE,L U ETF A PAC C EUR,BER
X026.SW,COMS M EU SM IC,EBS
CUKS.AS,ISHS MSCI SM GBP-AC,AMS
IST,SPDR S&P; International TelecomsSect ETF,PCX
IBCY.MU,ISHS S&P500; USD,MUN
P63990.MI,BPASWT505.5E16,MIL
XSB5.MI,DBX I ESF 1C,MIL
EXXV.F,ISHS DJEUSTNSCR,FRA
FINW.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
DBB,PowerShares DB Base Metals ETF,PCX
EUNS.DU,ISHS EUR CRP B G-CT,DUS
SNLN,Highland/iBoxx Senior Loan ETF,PCX
XMKO.ST,DBXT MSCI KOREA 1C,STO
76QC.L,RBS/INDEX 14,LSE
CRN.PA,L U ETF EX-EN C EUR,PAR
X015.SG,COMS M PAC XJAP IC,STU
X010.DU,COMS M WLD IC,DUS
K-MSCI24.TA,MXBR/KSM SAL S24,TLV
SC0R.F,SO SX 600 TR EUR-AC,FRA
PS5E.LS,COMS ES50 IC,LIS
PSLV,Sprott Physical Silver Trust ET,PCX
IBCQ.F,ISHS GL CO EUR G-CT,FRA
TCDX-20.TA,DAX/TACHLIT CMP S20,TLV
MAGB.AS,RBS M A NYS AGB C,AMS
EXV8.MU,ISHSTEUCM(DE),MUN
QFN.AX,BetaShares S&P;/ASX200 Fincls Sect ETF,ASX
IWC,iShares Micro-Cap,PCX
IQQP.MU,ISHS EUR PROYE G-CT,MUN
60DH.L,JOPH/HSBC BK 17 ,LSE
XUS.TO,iShares Core S&P; 500,TOR
S6EW.PA,OL SE600 EW UE1CC,PAR
12881542.BE,GOLD/ISHARES PHY ,BER
122325.L,NIBR/HSBC 14 ELN,LSE
HRSPX-50.TA,SPX/HAREL SAL S50,TLV
IS3C.DU,ISH J.P.MO USD G-CT,DUS
UBUM.SG,UBS DJ GL DI USD-A-,STU
XMHB.SG,ISH L MSCI EM C,STU
FAGR.L,ETFS COMMODITY SECURITIES LIMIT,LSE
3630370.BE,UBS CAP SECS,BER
44CQ.L,PUSHI/HSBC WT19,LSE
IBCI.L,ISHARES PLC ISHARES EURO INF LI,LSE
SXRN.DE,ISH EUR GOV 1-3-ACC,GER
ETL5.SG,GO DJ GLB SEL G-CT,STU
TMSCI-41.TA,MXWO/TACHLIT CP S41,TLV
DBB.MX,PWRSHS DB BASE METL,MEX
LDIV.L,Lyxor ETF Eurostoxx50 Dividends A/I,LSE
68AV.L,BSKT/BARCLAYS BK 19,LSE
SPY5.F,SPDR S&P; 500 USD,FRA
XD3E.L,DB X-TRACKERS DBX EURO STOXX SE,LSE
EXHA.DE,ISHS EB.R GG,GER
UIMM.SG,UBS ETF M WD SR AD,STU
COSW.BR,MUL LY W CO STA CC,BRU
18M7.MU,AM EU HI DIV UC ETF,MUN
KCSVE5LSHB.ST,OMXS30/SHB 15 CT,STO
CSJP.SW,ISHS MSCI JP USD-AC,EBS
UT1USA.SW,UBS ETF BCU13YT AD,EBS
IUSA.SW,ISHS S&P500; USD,EBS
